ID,ISBN:,Автор:,В базе:,В закладки,Возраст,Год:,Издательство:,Код:,Название,Не понравилось,Обложка,Описание,Переводчик:,Переплёт:,Понравилось,Размеры:,Рейтинг,Серия:,Страниц:,Тематика:,Тираж:,Формат:,Цена
371838,978-5-00111-026-2,Хантер Эрин,ОЛМА Коты-воители Воители 1. Стань диким!,0,,2017,Олма-пресс,443672,Стань диким!  Хантер Эрин ,['32'],/files/1836/39/46/45/5.jpeg," Первая книга серии ""Коты-воители"" - ""Стань диким!"" - рассказывает об удивительной и полной приключений жизни домашнего котёнка Рыжика, впервые попавшего в лес, где воют между собой четыре клана диких котов. Ему приходится доказывать, что он достоин чести стать воином и принадлежать к Грозовому племени... Скоро лес становится настоящим домом для Рыжика: он храбро сражается за свое племя, находит настоящих друзей и наживает опасных врагов. далее Читать Свернуть ","Корчагина, Ольга И.",твердый,836,"13,00 см x 20,00 см x 2,10 см", 96.31%,Коты-воители,320,Для среднего школьного возраста,3500,205.00mm x 127.00mm x 17.00mm,283.00
371909,978-5-373-02446-4,Хантер Эрин,ОЛМА Коты-воители Сила трёх 4. Затмение,0,6+,2009,Олма-пресс,445259,Затмение  Хантер Эрин ,0,/files/1377/20/50/52.jpg," На Остролапку, Львинолапа и Воробушка, пытающихся понять, что сулит им владение ""силой звезд"", тяжелой ношей ложится ответственность за будущее всех племен. Силы и способности трех оруженосцев подвергаются испытанию, когда на Грозовых котов неожиданно нападают те, от кого они этого никак не могли ожидать. Все племена втягиваются в страшную битву. Над лесом сгущается тьма, а таинственный незнакомец предупреждает лесных котов о грядущих еще больших несчастьях. Кажется, впервые у Звездного племени нет ответов на вопросы их подопечных. далее Читать Свернуть ",,твердый,34,"13,00 см x 20,00 см x 2,20 см", 100%,Коты-воители,352,Для младшего школьного возраста,10000,84х108/32,
372660,978-5-699-35562-4,Роллинс Джеймс,Э.КЗКБ.Айсберг,0,16+,2009,Эксмо,445914,Айсберг  Роллинс Джеймс ,0,/files/1836/20/55/46.jpg," Ледовая станция ""Грендель"", заключенная в гигантский айсберг, дрейфующий неподалеку от берегов Аляски, остается в заброшенном состоянии вот уже более семидесяти лет. Извращенное детище изощреннейших умов, эта станция была создана неприступной и невидимой для взора. Она упорно хранит свои мрачные тайны. Но однажды слишком близко от нее случайно проплывает американская научно-исследовательская подлодка, и ее приборы фиксируют в глубине ледяной глыбы какое-то движение. Неужели вопреки всем законам природы внутри существует жизнь? Ученые приступают к исследованиям. Они и не подозревают, что создатели станции уже послали к айсбергу команду уничтожения, которую возглавляет фанатик, преследующий собственную цель - отомстить всему человечеству за гибель своего отца. Впервые на русском языке! Очередной бестселлер от автора романов ""Пирамида"", ""Амазония"" и ""Черный орден"". Перевод В.Шуверова. далее Читать Свернуть ",,твердый,16,"21,50 см x 14,50 см x 4,00 см", 100%,"Книга-загадка, книга-бестселлер",560,Зарубежная,32000,60х90/16,
372662,978-5-699-35878-6,Донцова Дарья Аркадьевна,Э.ИД.Клетчатая зебра,0,16+,2009,Эксмо,445912,Клетчатая зебра  Донцова Дарья Аркадьевна,0,/files/1836/20/55/44.jpg," Правильно люди говорят: за добрые дела непременно придется расплачиваться. Вот и Даша Васильева приютила приятеля, а тот отблагодарил — уткой. Да не какой-нибудь, а... Но не стоит забегать вперед, потому что пока Даша отыщет переданную с поездом посылочку, много воды утечет. А сейчас для нее главное — выяснить, кто же так гадко обошелся с ее подругой Верой и почему, за какие грехи, мстит ей столь жестоко. Нет, не случайно, не от естественных причин умерла ее дочка! Истоки происходящего следует искать в прошлом и совсем в другом ужасном преступлении. Вот только при чем тут экстрасенс, обещающий воскресение из мертвых?.. далее Читать Свернуть ",,твердый,3,"13,00 см x 20,00 см x 2,60 см", 66.67%,Иронический детектив,384,Отечественные,250000,84х108/32,
373236,5-699-07960-2,Емец Дмитрий Александрович,Э.ЛюбКТ.Сокровища мутантиков,0,12+,2004,Эксмо,184104,Сокровища мутантиков  Емец Дмитрий Александрович,0,/files/1377/78/64/9.jpg," ""Сокровища мутантиков"" - повесть Дмитрия Емца, рассказывающая о новых приключениях шерстюш, лобастиков и Бормоглотика. Злая Королева реакторных карликов узнала о кладе Черного пирата, в котором находится Волшебный Меч, обладающий чудодейственной силой. Рыжая Карла мечтает им овладеть и отправляется на поиски сокровищ. О том, как удалось друзьям победить Рыжую Карлу, как Бормоглотик стал героем, вы узнаете, прочитав эту увлекательную повесть. далее Читать Свернуть ",,твердый,0,"13,00 см x 20,00 см", 50%,Любимые книги Тани Гроттер,,Для среднего школьного возраста,,84х108/32,
374112,978-5-699-36069-7,Донцова Дарья Аркадьевна,Э.ИД(м).Легенда о трех мартышках,0,16+,2009,Эксмо,447656,Легенда о трех мартышках ,['1'],/files/1377/20/68/27.jpg," Множество тайн разгадала любительница частного сыска Даша Васильева. Теперь ей предстоит раскрыть еше одну - самую страшную и самую важную! Тайну ее семьи! Дашу воспитала бабушка Афанасия Константиновна. Она рассказывала, что родители девочки погибли в горах. Но спустя много лет выяснилось - во всей этой истории нет ни слова правды! А правда оказалась такой невероятной, что даже прошедшая огонь, воду и медные трубы Даша Васильева отказывается в нее верить!.. далее Читать Свернуть ",,мягкий,6,"10,60 см x 16,50 см x 1,90 см", 69.23%,Иронический детектив,352,Отечественные,32000,70х90/32,
374230,978-5-699-36218-9,Емец Дмитрий Александрович,Э.Емец(БКФП).Галактический зверинец.НЛО приб.по ра,0,12+,2009,Эксмо,448443,Галактический зверинец. НЛО прибывает по расписпанию ,0,/files/1836/24/59/28/4.jpeg," «Галактический зверинец» Из далеких глубин космоса прилетает на Землю настоящий робот-сыщик по имени Суп. Его миссия проста и одновременно невероятно трудна для выполнения — роботу-сыщику нужно выследить космического вора, похищающего... редких животных из земного зоопарка! На помощь Супу приходят ребята — Юра и его сестренка Лена. И вот след коварных преступников приводит робота-сыщика и его помощников туда, где стоит неведомый космический корабль, который готовится к старту... «НЛО прибывает по расписанию» На заброшенной лесной дороге машина уфологов подверглась странному нападению сверкающего шара. Сбившиеся с лыжни Катя и Федор бросаются к машине, но помочь людям в ней невозможно — они покрыты слоем льда. Документы ученых уничтожены, и лишь диск, который ребята уносят с собой, проливает свет на то, что произошло. Прочитав секретные файлы, ребята приходят в ужас — через несколько дней планируется вторжение инопланетных кораблей. Их цель — завоевание Земли... далее Читать Свернуть ",,твердый,0,"21,50 см x 14,50 см x 2,50 см", 50%,Большая книга приключений,352,Для среднего школьного возраста,4000,60х90/16,
374400,978-5-699-36216-5,Емец Дмитрий Александрович,Э.БКТГ.Таня Гроттер и посох волхвов Таня Гроттер и,0,12+,2009,Эксмо,448790,Таня Гроттер и посох волхвов Таня Гроттер и молот Перуна,['1'],/files/1836/20/74/79.jpg," ""Таня Гроттер и посох волхвов"".Между Потусторонним Миром и миром магов существует строгий закон равновесия. Ничто не может перейти из мира в мир, не нарушив хрупкого баланса сил. Но вот веками оберегаемое равновесие нарушено: из Потустороннего Мира похищено нечто исключительно ценное... Одновременно по Таниной неосторожности в зеркале поселяется сильный дух, который открывает проход между мирами. Три могучих древних бога: Перун, Велес и Триглав - и хранитель мирового древа Симорг требуют вернуть украденное, грозя уничтожить Буян и с ним вместе весь магический мир... Ну, а настырный Гурий Пуппер по-прежнему делает все, чтобы завоевать любовь Тани Гроттер. Он сотнями посылает купидончиков и даже... переходит из команды невидимок в сборную Тибидохса по Драконболу...""Таня Гроттер и молот Перуна"".Кто-то ночь за ночью нарушает магическую защиту Буяна, выбивая на непроницаемом куполе загадочные символы. Одновременно с этим Гробыня лишается магии и вынуждена вернуться к лопухоидам, Гуня Гломов теряет силу, Катя Лотко-ва - красоту. В Тибидохсе происходит что-то непонятное... А жизнь между тем не стоит на месте. Пипа Дурнева, у которой обнаружилась интуитивная магия, попадает в школу магии. Таня Гроттер испытывает на себе действие магии вуду и как кошка влюбляется в Пуппера. А команде Тибидохса по драконболу предстоит сразиться со сборной вечности, куда входят наиизвестнейшие игроки всех времен и народов, среди которых сам... далее Читать Свернуть ",,твердый,9,"21,50 см x 14,50 см x 3,20 см", 90%,Большая книга Тани Гроттер,544,Для среднего школьного возраста,4000,60х90/16,
376015,978-5-367-01064-0,Фрай Макс,Амф.Фрай(м) Книга огненных страниц,0,16+,2009,Амфора,451354,Книга Огненных Страниц ,0,/files/1836/20/91/59.jpg," Это самая страшная, самая правдивая и одновременно самая лживая из историй о Тайном Сыщике по имени сэр Макс. После нее мир уже никогда не будет прежним – ни для читателей, ни для персонажей, ни для самого автора, если уж на то пошло. далее Читать Свернуть ",,мягкий,7,"11,30 см x 18,00 см", 76.92%,Лабиринты Ехо,220,Отечественная,7000,76х100/32,
376016,978-5-367-01065-7,Фрай Макс,Амф.(м) Фрай Болтливый мертвец,0,16+,2010,Амфора,451356,Болтливый мертвец ,0,/files/1836/20/91/61.jpg," После череды уже ставших привычными чудес и приключений столкнуться с угрозой конца Мира и найти врагов вместо лучших друзей, выяснить, что лучшие твои воспоминания всего лишь блеф, тут уж любой в сердцах выдаст: «Гори оно все синим пламенем!».Сборник ""Болтливый мертвец"". Вторая повесть. далее Читать Свернуть ",,мягкий,84,, 100%,Лабиринты Ехо,190,Отечественная,7000,76х100/32,
376017,978-5-367-01066-4,Фрай Макс,Амф.Фрай(м) Наследство для Лонли-Локли,0,16+,2009,Амфора,451353,Наследство для Лонли-Локли ,0,/files/1836/20/91/58.jpg," Могущество чародея – не драгоценный камень, который можно спрятать в тайнике и быть уверенным, что это достояние останется при тебе до конца жизни. Иногда магическая сила покидает своего обладателя – без каких бы то ни было видимых причин.Поэтому, пока этого не случилось, можно устроить своего рода репетицию: проверить, чего ты на самом деле стоишь. И заодно превратить чрезвычайно простое дело в предельно запутанное. далее Читать Свернуть ",,мягкий,13,"11,60 см x 18,00 см", 100%,Лабиринты Ехо,319,Отечественная,7000,76х100/32,
376059,978-5-699-37744-2,Роллинс Джеймс,Э.Бестселлер.Последний оракул,0,16+,2011,Эксмо,462443,Последний оракул  Роллинс Джеймс ,['1'],/files/1836/21/63/28.jpg," Нищий оборванец, застреленный снайпером у самых дверей штаб-квартиры спецотряда ""Сигма"", успевает передать коммандеру Грею Пирсону старинную греческую монету с изображением храма Дельфийского оракула. Убитый опознан: это Арчибальд Полк, входивший в сообщество элитных ученых, известное под названием ""Ясоны"". В последнее время отколовшаяся группа ""Ясонов"" проводила секретные эксперименты с детьми-аутистами, усиливая проявляемые ими необыкновенные способности. Однако у маленьких подопытных возникает странный побочный эффект, и его неконтролируемое развитие грозит ужасными последствиями для всего человечества. Видимо, об этом Арчибальд Полк и пытался предупредить ""Сигму"". Но какое отношение к этому имеет древнегреческий оракул? Чтобы понять это, Грей Пирсон и его товарищи должны разгадать тайну, окутанную веками. Впервые на русском! Новый захватывающий супербестселлер от автора ""Амазонии"", ""Бездны"", ""Песчаного дьявола""! далее Читать Свернуть ",,мягкий,19,"21,50 см x 17,00 см x 2,00 см", 95%,"Проект ""Бестселлер""",448,Зарубежная,32000,210.00mm x 160.00mm x 20.00mm,
377324,978-5-367-02092-2,Фрай Макс,Амф.Фрай Чужак,0,16+,2011,Амфора,57178,Чужак ,0,/files/1836/59/77/3.jpg," Замечательные Приключения начинаются! Обаятельный парнишка Макс превращается в Тайного Сыщика сэра Макса, чудеса происходят на каждом шагу, тайны, магия, Магистры... далее Читать Свернуть ",,твердый,22,"10,75 см x 20,00 см x 4,30 см", 100%,Лабиринты Ехо,640,Отечественная,5000,205.00mm x 134.00mm x 40.00mm,
377765,978-5-367-01004-6,Фрай Макс,Амф.Фрай(м) Корабль из Арвароха и др. неприятности доп.,0,16+,2009,Амфора,441792,Корабль из Арвароха и другие неприятности,0,/files/1377/20/26/76.jpg," Путь самурая ведет, говорят, к просветлению и нередко завершается ритуалом харакири; путь дурака ведет в пропасть и завершается, как правило, непродолжительным испуганным воплем. Кажется, наш герой умудряется следовать обоими маршрутами одновременно: редкая птица, что с него взять. И вот вам результат его ухищрений: хороший сэр Макс - мертвый сэр Макс. Но, живой или мертвый, он продолжает рассказывать увлекательные истории, а слушатели расплачиваются за развлечение, кидая в вечно пустую шляпу мелкие, невидимые глазу осколки собственных сердец. далее Читать Свернуть ",,мягкий,16,"11,70 см x 18,00 см", 100%,Лабиринты Ехо,315,Отечественная,10000,76х100/32,
378083,978-5-367-01159-3,Фрай Макс,Амф. Фрай Большая телега,0,16+,2009,Амфора,458021,Большая телега ,['2'],/files/1836/21/43/52.jpg," Большая Медведица, третье по размерам созвездие неба, покрывает значительный участок зоны околополюсных созвездий Северного полушария. Рисунок, образуемый группой из семи наиболее ярких звезд, составляющих крестец и хвост Медведицы и известных как Плуг, или Большой ковш, легко узнаваем и поэтому служит прекрасным отправным пунктом для ориентировки на небе. В Древнем Вавилоне созвездие Большой Медведицы носило название Грузовая Повозка. Это название заимствовали многие народы, а кое-где оно сохранилось и до нового времени. В частности, немцы называют его Grosser Wagen – Большой Воз, или Большая Телега, да и в русском языке сохранились, хоть и стали малоупотребимыми старые названия: Воз, Возило, Телега, Повозка. Словом «телега» на сленге называют устный рассказ, историю, как правило, длинную и запутанную, часто (но не обязательно) неправдоподобную; в таких случаях обычно употребляется глагол «гнать». Таким образом, наша «Большая телега» – не только идеальное транспортное средство для поездок по Европе, но и подходящее название для сборника отчетов об этих путешествиях, длинных, запутанных, на первый взгляд неправдоподобных, но достоверных. Макс Фрай далее Читать Свернуть ",,твердый,40,"13,00 см x 20,00 см x 3,20 см", 95.24%,ФРАМ,511,Отечественная,100000,84х108/32,
379666,978-5-373-02442-6,Хантер Эрин,ОЛМА Коты-воители Послание,0,6+,2009,Олма-пресс,455792,Послание  Хантер Эрин ,0,/files/1377/21/25/33.jpg," Неспокойно на душе храброго и мудрого Огнезвезда. Каждую ночь ему являются неизвестные коты и просят о помощи. Никто не в силах помочь предводителю Грозового племени разгадать смысл их послания, а когда он, наконец, становится ясен, то приводит Огнезвезда в смятение. Много-много лун назад четыре кошачьих племени прогнали пятое, Небесное племя, из родного леса, лишив его помощи и обретя на вечное изгнание. И теперь задача Огнезвезда - найти котов-изгнанников и возродить Небесное племя во славу их предков. Вместе с Песчаной Бурей он отправляется в долгое и опасное путешествие... далее Читать Свернуть ",,твердый,32,"13,00 см x 20,00 см", 100%,Коты-воители,352,Для младшего школьного возраста,3000,84х108/32,
380423,978-5-699-37754-1,Роллинс Джеймс,Э.Бестселлер.Кости волхвов,0,16+,2011,Эксмо,464906,Кости волхвов  Роллинс Джеймс ,0,/files/1377/21/73/65.jpg," В Кельнском соборе во время праздничной службы происходит массовое убийство: все прихожане погибают мучительной смертью. Преступники, облаченные в монашеские рясы, похищают бесценную реликвию, хранившуюся в соборе с XII века. - кости библейских волхвов. Из Вашингтона для расследования преступления послана группа спецагентов секретной организации ""Сигма"" во главе с Греем Пирсом. Совместно с учеными Ватикана группе удается установить, что в убийстве и похищении замешан Имперский орден дракона - тайное братство алхимиков, корни которого уходят в глубь веков. далее Читать Свернуть ",,мягкий,3,"21,50 см x 17,00 см x 2,20 см", 66.67%,,496,Зарубежная,5000,211.00mm x 162.00mm x 22.00mm,
381229,978-5-699-37955-2,Роллинс Джеймс,Э.Бестселлер.Песчаный дьявол,0,16+,2009,Эксмо,471788,Песчаный дьявол  Роллинс Джеймс ,['1'],/files/1377/21/90/20.jpg," Двадцать лет назад английский археолог и миллионер Реджинальд Кенсингтон бесследно исчез в легендарном городе Убаре, затерянном в Аравийской пустыне. После загадочного взрыва в основанной Кенсингтоном галерее, где собраны сокровища из Убара, ученые обнаруживают внутри каменного изваяния, расколотого при взрыве, странную металлическую деталь - точную копию человеческого сердца. Дочь археолога снаряжает научную экспедицию с целью проникнуть в тайны, хранимые пустыней. Однако этот взрыв привлекает к себе внимание не только ученых, но и международной преступной группы, стремящейся завладеть некой таинственной силой, спрятанной где-то в подземельях Убара. далее Читать Свернуть ",,мягкий,9,"21,50 см x 17,00 см x 2,20 см", 90%,"Проект ""Бестселлер""",544,Зарубежная,5000,70х90/16,
381505,978-5-367-01177-7,Фрай Макс,Амф. Фрай Жалобная книга(тв),0,16+,2009,Амфора,473299,Жалобная книга ,0,/files/1377/21/94/54.jpg," В трудную минуту, когда кажется, что жизнь не удалась, будьте бдительны, не проклинайте судьбу — ни вслух, ни даже про себя. Мужчина за соседним столиком в кафе, девушка, улыбнувшаяся вам в метро, приветливая старушка во дворе могут оказаться одними из тех, кто с радостью проживет вашу жизнь вместо вас. Вы даже и не заметите, как это случится. Они называют себя НАКХИ. Они всегда рядом с нами. Мужество и готовность принять свою судьбу, какой бы она ни была, — наша единственная защита от них, но она действует безотказно. далее Читать Свернуть ",,твердый,7,"13,00 см x 20,00 см x 2,80 см", 76.92%,,446,Отечественная,5000,84х108/32,
381641,978-5-699-31962-6,Донцова Дарья Аркадьевна,Э.365 пожеланий от Дарьи Донцовой,0,16+,2010,Эксмо,475216,365 пожеланий от Дарьи Донцовой  Донцова Дарья Аркадьевна,0,/files/1377/22/01/14.jpg," ""Я твердо верю в то, что добрые слова имеют волшебную силу, поэтому и написала эту книгу. Триста шестьдесят пять дней в году - и столько же пожеланий моим любимым читателям! Я точно знаю: если на улице плохая погода, то в душе должны петь птицы и расцветать цветы! Каждому человеку отпущено счастье, солнце светит с неба всем одинаково! Я от всего сердца хочу, чтобы вы помнили: хорошего в жизни намного больше, чем плохого. Пусть этот необычный сборник пожеланий прибавит вам оптимизма, внушит веру в успех, заставит улыбнуться и принесет удачу!"" С любовью, Дарья Донцова далее Читать Свернуть ",,твердый,2,"13,00 см x 18,50 см x 1,80 см", 62.5%,Иронический детектив,192,"Афоризмы, цитаты",20000,75х100/32,
382281,978-5-367-01005-3,Фрай Макс,Амф.Фрай(м) Очки Бакки Бугвина доп.,0,16+,2009,Амфора,441793,Очки Бакки Бугвина  Фрай Макс ,0,/files/1377/20/26/77.jpg," В этой повести о гении, помноженном на злодейство, особом зрении, кровавых жертвах на алтарь искусства и несостоявшемся конце света нет, по большому счету, ни правых, ни виноватых - только живые и мертвые. Как всегда. далее Читать Свернуть ",,мягкий,15,"11,50 см x 18,00 см", 100%,Лабиринты Ехо,158,Отечественная,10000,76х100/32,
382653,978-5-699-38218-7,Донцова Дарья Аркадьевна,Э.НД-2010(м).Детектив под Новый год,0,16+,2009,Эксмо,471787,Детектив под Новый год ,['1'],/files/1836/21/90/19.jpg," Каждый год мы с нетерпением ждем новогодних праздников — этого удивительного времени, когда на улицах и в домах появляются нарядно украшенные елки и зажигаются яркие огни, а в душах людей поселяется ожидание чуда. Одно из таких чудес вы держите в руках! Сборник новогодних детективных рассказов самых известных и любимых авторов — Дарьи Донцовой, Татьяны Поляковой, Анны и Сергея Литвиновых — и других талантливых писателей, которые удивят вас неудержимым полетом фантазии, обаятельными героями и, конечно, подарят вам и вашим друзьям и близким особенное праздничное настроение! далее Читать Свернуть ",,мягкий,1,"11,00 см x 16,50 см x 1,70 см", 50%,Новогодний детектив,320,Отечественные,12000,70х90/32,
382814,978-5-699-38226-2,Донцова Дарья Аркадьевна,Э.НД-2010(м).Гарпия с пропеллером,0,16+,2009,Эксмо,470691,Гарпия с пропеллером ,0,/files/1836/21/85/84.jpg," В одно отнюдь не прекрасное утро к любительнице частного сыска Даше Васильевой приехала подруга Лена Гладышева и обвинила в том, что та тайно подсунула в почтовый ящик двадцать тысяч долларов. Но это была не Даша! Муж Лены Олег исчез год назад при загадочных обстоятельствах. Лена вначале бедствовала, но от помощи гордо отказалась... Только все стало налаживаться, и бац! Кто-то подбросил ей якобы от имени Олега деньги. Подруги решили выяснить у консьержки, кто подложил конверт. Та сказала, что это была почтальонша Соня. Пока Даша беседовала с Соней, какие-то отморозки убили консьержку и тяжело ранили Лену. Почтальонша описала мужика, передавшего ей деньги. Похоже, это был... Олег. Неужели он сбежал от жены и сына? Почему?.. Менты мышей не ловят, считают происшедшее простым совпадением. Ну ничего, Дашутка всех их умоет, особенно полковника Дегтярева! Она отыщет Олега - живого или мертвого!.. далее Читать Свернуть ",,мягкий,3,"10,80 см x 16,50 см x 2,00 см", 66.67%,Новогодний детектив,352,Отечественные,7000,70х90/32,
383788,978-5-699-39355-8,Роллинс Джеймс,Э.Бестселлер.Амазония,0,16+,2010,Эксмо,485656,Амазония  Роллинс Джеймс ,0,/files/1836/22/48/38.jpg," Суперпопулярный Джеймс Роллинс в новой модной серии метроформата. Отличные продажи. В джунглях Амазонии находят белого человека с отрезанным языком. Он умирает, успев передать миссионеру жетон с именем Джеральда Кларка, спецназовца армии США. Джеральд Кларк был агентом разведки и пропал в Бразилии четыре года назад вместе с экспедицией, организованной специалистом по тропическим растениям Карлом Рэндом. Какие тайны хранит в своих девственных лесах эта самая загадочная область земного шара? Где находился Кларк целых четыре года? И какая судьба постигла остальных членов экспедиции? далее Читать Свернуть ",,мягкий,8,"21,50 см x 17,00 см x 2,00 см", 78.57%,"Проект ""Бестселлер""",432,Зарубежная,5000,70х90/16,
385598,978-5-699-39624-5,Роллинс Джеймс,Э.Бестселлер.Ключ Судного дня,0,16+,2010,Эксмо,496624,Ключ Судного дня  Роллинс Джеймс ,['1'],/files/1377/23/43/00.jpg," В Риме в соборе Святого Петра погибает от взрыва археолог из Ватикана. Перед смертью он успевает спрятать среди реликвий собора древний кожаный мешочек, в котором, как он надеется, заключено спасение человечества... В лаборатории Принстонского университета убит известный ученый-генетик... В Африке в лагере Красного Креста застрелен сын американского сенатора... Три убийства на трех континентах, и все три жертвы помечены выжженным на их плоти древним друидическим крестом. Коммандеру Грею Пирсону и его соратникам из спецотряда ""Сигма"" предстоит выяснить, что связывало этих людей, и попытаться спасти человечество от приближающегося Армагеддона. Впервые на русском! Новый захватывающий супербестееллер от автора ""Амазонии"", ""Бездны"", ""Песчаного дьявола""! далее Читать Свернуть ",,мягкий,1,"16,50 см x 21,00 см x 2,00 см", 50%,"Проект ""Бестселлер""",480,Зарубежная,,210х160,
385977,978-5-699-40379-0,Донцова Дарья Аркадьевна,Э.ИД(м).Император деревни Гадюкино,0,16+,2010,Эксмо,499302,Император деревни Гадюкино ,['1'],/files/1836/23/60/99.jpg," Мне, известной сыщице Евлампии Романовой, тоже надо ино¬гда отдыхать — так, во всяком случае, считают мои близкие. Вот они и отправили меня в модный санаторий Вилла Белла с тайной на¬деждой, что я найду там себе богатого ухажера... Шутника Макса, сразу приклеившегося ко мне, словно банный лист, я всерьез не приняла, а занялась привычным делом — расследованием преступ¬ления. Я случайно услышала, как медсестра Надя обвиняет одну из постоялиц санатория, Нину Пронькину, в убийстве какого-то факи¬ра. А вскоре и одна, и другая погибают при загадочных обстоятельст¬вах. Помогать мне вызвался горе-ухажер, который то пластиковых та¬раканов отдыхающим в чай подбросит, то ботинки к полу приклеит... далее Читать Свернуть ",,мягкий,4,"11,00 см x 16,50 см x 2,40 см", 63.64%,Иронический детектив,384,Отечественные,300000,70х90/32,
387074,978-5-699-39737-2,Донцова Дарья Аркадьевна,Э.ИД.Бабочка в гипсе,0,16+,2010,Эксмо,500808,Бабочка в гипсе ,['1'],/files/1836/23/67/74.jpg," С тех пор, как я, Евлампия Романова, закрутила роман с Максом Вульфом, моя жизнь стала полна сюрпризов и розыгрышей! На этот раз Макс сделал фотографию-монтаж, где я дружески общаюсь с президен¬том, и украсил этим милым снимком съемное жилище, куда мне при¬шлось перебраться на время ремонта в Мопсино. Это оказалось роковой ошибкой! Новые соседи приняли фото за чистую монету и решили, что Лампа не просто любительница собак и безработная частная сыщица, она на короткой ноге с сильными мира сего! Так мне пришлось решать очередную детективную головоломку... Моя добрая хозяюшка — быв¬ший прокурор. В свое время она осудила снайпера Медведева, отстрели¬вавшего случайных людей на улице. И вот теперь неизвестный требует освободить преступника, угрожая каждый день убивать по человеку. Но самое неприятное, что он хочет вести переговоры... только со мной! далее Читать Свернуть ",,твердый,2,"12,00 см x 19,00 см x 2,50 см", 55.56%,Иронический детектив,384,Отечественные,250000,80х100/32,
389291,978-5-367-01233-0,Фрай Макс,Амф. Фрай Одна и та же книга,0,16+,2010,Амфора,503919,Одна и та же книга ,0,/files/1377/23/81/44.jpg," В эту книгу вошли рассказы, эссе и прочие записи, сделанные по большей части на ходу, на бегу, на лету, наяву и во сне, где и когда придется. далее Читать Свернуть ",,твердый,70,"13,00 см x 20,00 см x 2,80 см", 100%,,383,Отечественная,20000,84х108/32,
390094,978-5-699-40840-5,Донцова Дарья Аркадьевна,Э.Донцова Бабочка в гипсе. С чистого листа. На одном дыхании!: романы,0,16+,2010,Эксмо,506212,Бабочка в гипсе. С чистого листа. На одном дыхании!,0,/files/1377/23/91/61.jpg," Книга, которую вы держите в руках, - отличный подарок любителю детектива. В ней собраны последние романы самых любимых и самых топовых авторов. О таком сборнике можно было только мечтать, и вот он перед вами! Наслаждайтесь головокружительной интригой, накалом нешуточных страстей, блистательной развязкой и дарите это наслаждение своим дорогим и близким!!! далее Читать Свернуть ",,твердый,0,"21,50 см x 14,50 см x 3,80 см", 50%,Подарок любителю детектива,608,Отечественные,6100,60х90/16,
390189,978-5-699-40677-7,Донцова Дарья Аркадьевна,Э.ИД Донцова Фея с золотыми зубами: роман,0,16+,2010,Эксмо,506213,Фея с золотыми зубами ,['1'],/files/1377/23/91/62.jpg," Я, Виола Тараканова, более известная как писательница Арина Виолова, не могла и представить, что когда-нибудь соглашусь работать… литературным негром ! Но как быть, если новая квартира съела все сбережения, а из обстановки в ней – одни голые стены? Вот и приходится терпеть закидоны юной супруги олигарха Лизы Ласкиной, которой вдруг взбрело в голову написать детектив. Работа не клеилась, а потом и вовсе прервалась: внезапно умер муж Ласкиной. Лиза, которой некому довериться, рассказала: незадолго до гибели ее супруг получил посылку с непонятной запиской: Настя Варенкина проклинает всех крыс . Но я выяснила, что неведомая Настя давным-давно погибла и никак не может мстить Ласкину! А еще я обнаружила в доме олигарха странный цветок, о котором Лиза ничего не знает, и сразу заподозрила неладное… далее Читать Свернуть ",,твердый,6,"12,00 см x 19,00 см x 2,50 см", 69.23%,Иронический детектив,384,Отечественные,250000,80х100/32,
