ID,ISBN:,Автор:,В базе:,В закладки,Возраст,Год:,Издательство:,Код:,Название,Не понравилось,Обложка,Описание,Переводчик:,Переплёт:,Понравилось,Размеры:,Рейтинг,Серия:,Страниц:,Тематика:,Тираж:,Формат:,Цена
338369,978-5-699-25949-6,Донцова Дарья Аркадьевна,Э.ИД.Продюсер козьей морды,0,16+,2008,Эксмо,377351,Продюсер козьей морды  Донцова Дарья Аркадьевна,0,/files/1836/16/66/34.jpg," Вот это пассаж! Иван Подушкин вынужден сменить благородное имя! И на какое! Теперь он Владимир Задуйхвост. А всё потому, что джентльмен сыска ушёл от своей хозяйки Элеоноры, обидевшись за то, что она поверила злым наветам. К ней явилась пятнадцатилетняя нахалка Варвара и заявила, что Иван является отцом её годовалой дочери. Каково, а? Ваня ушёл в чём был, без паспорта. С горя надравшись, утром он очнулся у братьев-циркачей Морелли. Они и выправили ему новый паспорт. Теперь он у них конферансье, продюсер и... катала! Обыгрывает в покер на пару с обезьяной Мими дураков. Но Иван Павлович всё же хочет реабилитировать своё честное имя. В поисках Вари и ребёнка он вышел на Центр ""Мария"", где с детьми творятся странные вещи. А основал этот центр... Иван Павлович Подушкин! Кто он? Его тезка или самозванец?.. далее Читать Свернуть ",,твердый,7,"13,00 см x 20,00 см x 2,80 см", 76.92%,Иронический детектив,384,Отечественная,150000,197.00mm x 123.00mm x 28.00mm,
338563,978-5-699-26839-9,Емец Дмитрий Александрович,Э.ТГ.Таня Гроттер13.И болтливый сфинкс,0,12+,2008,Эксмо,382689,Таня Гроттер и болтливый сфинкс  Емец Дмитрий Александрович,['4'],/files/1377/16/95/55.jpg," Сфинксы бывают разные. Египетские, ассирийские, греческие. Но среди них только один любит заключать магические сделки. В недобрый час, когда нежить почти взяла приступом Тибидохс, именно ему в случае победы Древнир пообещал ключ от Жутких Ворот. Правда, сфинкс посулил несколько сотен лет отсрочки. И вот они миновали... Далеко не все, что ты отдал однажды, можно взять назад. Глеб Бейбарсов понимает – отказавшись от Тани, он поспешил. Однако теперь на пути у него стоит Ванька. Из-за зеркала Тантала сам расправиться с ним Глеб не может и потому выбирает необычную дуэль. Но от этого поединок не становится менее опасным, особенно если на бамбуковую тросточку Бейбарсова насажен обломок старой косы Аиды Плаховны... далее Читать Свернуть ",,твердый,42,"13,00 см x 20,00 см x 2,80 см", 91.3%,Таня Гроттер,352,Для среднего школьного возраста,90100,84х108/32,
338566,978-5-699-26595-4,Донцова Дарья Аркадьевна,Э.ИД.Стриптиз Жар-птицы,0,16+,2008,Эксмо,381976,Стриптиз Жар-птицы  Донцова Дарья Аркадьевна,['2'],/files/1836/16/91/67.jpg," Ну и отдохнула я на даче!.. Нет, не бывает у меня, Виолы Таракановой, так, чтобы жизнь текла спокойно и размеренно, обязательно что-нибудь случится! Только приехала погостить к подруге, а с той произошло несчастье - выпала из окна мансарды. Хотя постойте... Выпала? Что-то не похоже! Но кто и за что так обошелся с Даной? Кому она помешала? Письма какие-то анонимные, птички ядовитые, недавнее самоубийство деревенской учительницы, сплетни... Вопросы, вопросы... Где искать ответы? Разберемся! Только, оказывается, история-то давняя. Надо же, сколько скелетов в шкафу можно обнаружить в доме соседей... далее Читать Свернуть ",,твердый,10,"13,00 см x 20,00 см x 2,80 см", 83.33%,Иронический детектив,384,Отечественная,250000,84х108/32,
338670,978-5-699-27395-9,Роллинс Джеймс,Э.КЗКБ.Черный орден,0,16+,2017,Эксмо,388098,Черный орден  Роллинс Джеймс ,['1'],/files/1377/17/28/03.jpg," От скованных льдом вершин Гималаев до узких улиц Копенгагена, от подземных лабораторий минувшего века до великолепных залов Смитсоновского института - повсюду разбросаны подсказки к разгадке великой тайны - тайны происхождения жизни, зашифрованной в древних рунах. А начинается все в затерянном в Тибете буддийском монастыре, где люди начинают гибнуть от непонятной болезни. В монастырь вылетает вертолет с врачами, и одновременно туда движется некий загадочный человек, которому отдан приказ уничтожить всех! Новый супербестселлер, новые захватывающие приключения от автора ""Пирамиды"", ""Амазонии"" и ""Песчаного дьявола"". далее Читать Свернуть ",,твердый,73,"21,50 см x 14,50 см x 3,70 см", 98.65%,"Книга-загадка, книга-бестселлер",480,Зарубежная,5000,219.00mm x 155.00mm x 36.00mm,
338828,978-5-699-27181-8,Донцова Дарья Аркадьевна,Э.ИД.Диета для трех поросят,0,16+,2008,Эксмо,386322,Диета для трех поросят  Донцова Дарья Аркадьевна,0,/files/1836/17/19/85.jpg," Ну как же пампушечке Тане Сергеевой похудеть, если вокруг столько соблазнов! Куда ни глядь - на прилавках такие аппетитные пирожные да тортики, нарезка колбасная и прочие вкусности. А в витринах - красивая одежда для стройняшек! Правда, пока не помогает сбросить лишние килограммы ни то, что Таня снова сидит на диете, ни то, что ей приходится крутиться как белке в колесе. Сейчас госпоже Сергеевой, сотруднице агентства ""Прикол"", нужно изображать... няню для впавшего в детство банкира. А тот возьми да и умри у нее на глазах! Хотя нет, тут явное убийство. Сплошные загадки! Конечно, Таня не может остаться в стороне, придется ей задействовать все свои дедуктивные способности, чтобы пролить свет на эту покрытую мраком историю... далее Читать Свернуть ",,твердый,4,"13,00 см x 20,00 см x 2,40 см", 70%,Иронический детектив,384,Отечественные,250000,84х108/32,
339117,978-5-699-26899-3,Донцова Дарья Аркадьевна,Э.ДИ.10 лучших детек.историй(м),0,16+,2008,Эксмо,382691,10 лучших детективных историй,0,/files/1836/16/95/57.jpg," Издательство «Эксмо» представляет книгу, состоящую из 10 самых ярких детективных рассказов от самых любимых авторов. Краткие остросюжетные истории вместили всё, что присуще захватывающему дух детективу: интригующий сюжет, шквал криминального действа, блистательная развязка. Наряду с произведениями мастеров жанра Дарьи Донцовой, Анны и Сергея Литвиновых, Юлии Шиловой вы сможете по достоинству оценить и пробу пера молодых талантливых авторов. Самое любимое и самое дорогое сердцу истинного почитателя детектива — под одной обложкой! далее Читать Свернуть ",,мягкий,1,"11,00 см x 16,50 см x 1,80 см", 57.14%,,352,Отечественные,60000,70х90/32,
3400145,5-699-13347-X,Емец Дмитрий Александрович,Э.ТГ(под).Таня Гроттер и колодец Посейдона.Таня Гр,0,12+,2005,Эксмо,259638,Таня Гроттер и колодец Посейдона. Таня Гроттер и локон Афродиты  Емец Дмитрий Александрович,['1'],/files/1836/10/24/73.jpg," "" Таня Гроттер и колодец Посейдона"" Тибидохс продолжал жить, хотя это уже был не тот Тибидохс... Многим не хватало командных рыков Поклепа и рассеянного взгляда академика Сарданапала. Не хватало Ягге, без которой опустел магпункт. Не хватало сочного баса Тарараха и запуков великой Зуби. Вместо рыжеволосой Меди нежитеведение у младших курсов вела теперь Недолеченная Дама. А все потому, что преподаватели исчезли. В Тибидохсе не осталось ни одного взрослого мага. Это напрямую было связано с колодцем Посейдона. Несколько столетий он накапливал силы в глубинах Тартара, чтобы вновь выплеснуть их. И вот колодец проснулся... Теперь старшекурсникам предстояло все делать самим. Самим преподавать, самим следить за малышами, самим готовиться к матчу-реваншу с командой невидимок. И самим найти способ вернуть преподавател ей... "" Таня Гроттер и локон Афродиты"" Много столетий странствует по свету локон золотых волос богини любви Афродиты. Давным-давно подарила она его своему возлюбленному, и непонятно, чего больше этот артефакт принес в мир - радости или скорби... И вот локон Афродиты загадочным образом попадает к Тане Гроттер. А у нее жизнь и так бурлит событиями. Подходит к концу учеба в Тибидохсе. Впереди выпускные экзамены! Затем предстоит полет в Магфорд, где в составе команды невидимок она примет участие в матче со сборной мира. Однако время, отведенное артефактом, неумолимо истекает. Чтобы локон Афродиты соединил судьбы, нужно произнести свое имя на один конец пряди и имя избранника - на другой. Если не назвать имен, Таня никогда не узнает любви. Кого же выбрать? Ваньку Валялкина? Гурия Пуппера? Глеба Бейбарсова? Но самое главное - кто и зачем прислал ей этот коварный артефакт?.. далее Читать Свернуть ",,твердый,15,"13,00 см x 20,00 см", 93.75%,Школа магии Тибидохс,512,Для среднего школьного возраста,5100,84х108/32,
340428,978-5-699-27578-6,Донцова Дарья Аркадьевна,Э.ИД.Фейсконтроль на главную роль,0,16+,2008,Эксмо,391015,Фейсконтроль на главную роль  Донцова Дарья Аркадьевна,0,/files/1377/17/40/87.jpg," Сенсация! Найден старинный манускрипт, за которым охотились многие историки, и в том числе муж Нины Лаврентьевой, подруги Даши Васильевой... Но он, вычислив местоположение тайника, где почти сто лет хранилась уникальная библиотека Панкрата Варваркина, не рискнул в него залезть. По легенде, на вход в пещеру наложено ведьмино заклятье. Зато на это решилась Нина — уж очень ей нужны были деньги, а раритеты стоят миллионы! Проклятье свершилось — Лаврентьева впала в кому. И вот ужас, лечить ее явилась... та самая ведьма. Но ее ведь давно нет в живых! Тогда каким образом на звонке в доме мог появиться отпечаток пальца усопшей старушки? Нет, что-то тут не так... Любительница частного сыска как в омут с головой кидается в расследование. Во-первых, надо выяснить, что за болезнь так внезапно поразила Лаврентьеву, во-вторых, раскрыть тайну заклятья, в-третьих... далее Читать Свернуть ",,твердый,3,"12,50 см x 20,00 см x 2,50 см", 66.67%,Иронический детектив,384,Отечественные,250000,84х108/32,
342809,978-5-367-00358-1,Фрай Макс,Амф.Фрай Неуловимый Хабба Хэн,0,16+,2007,Амфора,260443,Неуловимый Хабба Хэн  Фрай Макс ,0,/files/1836/10/30/76.jpg," В трактире ""Кофейная гуща"", что стоит на границе между новорожденной реальностью и нашими снами, появляется сэр Шурф Лонли-Локли. Гость всего один, а сюрпризов — куда больше, чем можно было ожидать. Тайное становится явным, а явное окутывается туманом секретности, мир в очередной раз переворачивается с ног на голову, а значит, все идет по плану. далее Читать Свернуть ",,твердый,32,"13,00 см x 20,00 см x 2,00 см", 100%,Хроники Ехо,318,Отечественная,30000,84х108/32,
343165,5-367-00011-8,Фрай Макс,Амф.Секреты и сокровища: 37 лучших рассказов 2005 года,0,16+,2006,Амфора,268579,Секреты и сокровища,0,/files/1836/10/76/06.jpg," В сборник вошли тридцать семь текстов, которые составитель - Макс Фрай - считает лучшими рассказами, написанными по-русски в 2005 году. Авторы живут в разных странах, некоторые уже давно известны российскому читателю, а для некоторых это – первая публикация. далее Читать Свернуть ",,твердый,1,"13,00 см x 20,00 см x 2,20 см", 57.14%,ФРАМ,302,Отечественная,7000,84х108/32,
3440963,978-5-699-28578-5,Емец Дмитрий Александрович,Э.ТГ(нов).Таня Гроттер 6.И молот Перуна,0,12+,2008,Эксмо,398026,Таня Гроттер и молот Перуна  Емец Дмитрий Александрович,['1'],/files/1377/17/77/14.jpg," Кто-то ночь за ночью нарушает магическую защиту Буяна, выбивая на непроницаемом куполе загадочные символы. Одновременно с этим Гробыня лишается магии и вынуждена вернуться к лопухоидам, Гуня Гломов теряет силу, Катя Лоткова - красоту. В Тибидохсе происходит что-то непонятное... А жизнь между тем не стоит на месте. Пипа Дурнева, у которой обнаружилась интуитивная магия, попадает в школу магии. Таня Гроттер испытывает на себе действие магии вуду и, как кошка, влюбляется в Пуппера. А команде Тибидохса по драконболу предстоит сразиться со сборной вечности, куда входят наиизвестнейшие игроки всех времен и народов, среди которых сам... далее Читать Свернуть ",,твердый,20,"13,00 см x 21,00 см x 3,20 см", 95.24%,Таня Гроттер,432,Для среднего школьного возраста,5100,84х108/32,
344941,978-5-699-27988-3,Донцова Дарья Аркадьевна,Э.ЛетДет(м).Концерт для Колобка с оркестром,0,16+,2008,Эксмо,391663,Концерт для Колобка с оркестром  Донцова Дарья Аркадьевна,0,/files/1836/17/45/19.jpg," Ох, не написать ли мне вместо детектива философский роман на тему ""Что такое не везет и как с этим бороться?"". Не повезло не только мне, Виоле Таракановой, но и моим домочадцам. Поддавшись на уговоры моей подруги Аньки, мы с Томочкой и детьми поехали отдыхать в ее ""имение"" с поэтическим названием Пырловка. Мало того, что здесь туалет под кустом, душ в автобусе, а газ в баллонах, так я еще умудрилась влипнуть в скверную историю, когда улепетывала от местных собак. А если серьезно, то я имела глупость влезть на чердак чужой дачи и освободить оттуда девушку по имени Мила. Девица сбежала, а ее ухажер нашел забытый мной на его даче кошелек, а в нем - визитку с Анькиными координатами. Теперь ей и мне кранты. Я бросилась на поиски подруги, но, кажется, опоздала - Аньку похитили. Надо освободить ее, а для этого следует найти Милу, которая, надеюсь, помнит адрес своего жениха. Но кто же знал, что Мила тот еще подарочек!.. далее Читать Свернуть ",,твердый,3,"10,75 см x 16,50 см", 66.67%,,384,Отечественные,10000,70х90/32,
345270,978-5-367-00328-4,Фрай Макс,"Амф.Фрай Ворона на мосту История, рассказанная сэром Шурфом",0,16+,2006,Амфора,310838,Ворона на мосту,0,/files/1836/13/18/42.jpg," Делая собственную историю чужим достоянием, рассказчик не просто воскрешает ее в памяти, но и в некотором роде заново овеществляет. Она, конечно, и так не выдумка, и все же прежде, до слов, ей недоставало подлинности. В результате совместных усилий рассказчика и слушателя или читателя на перилах невообразимого Моста Времени одна за другой появляются зримые и осязаемые зарубки. Поэтому вот вам история о Рыбнике, рыбаке и рыбке, и еще о мокрой вороне, и о конце света заодно, и, если уж на то пошло, - о начале света; и как же хорошо, что у этого слова так много смыслов, как ни поверни, все - правда. Рассказать об этом было почти невозможно, но если не совершать невозможное хотя бы иногда, жизнь человеческая утрачивает сокровенный смысл. далее Читать Свернуть ",,твердый,15,"13,00 см x 20,00 см x 2,20 см", 100%,Хроники Ехо,334,Отечественная,30000,84х108/32,
345522,978-5-367-00313-0,Фрай Макс,Амф.Фрай Болтливый мертвец (доп.5),0,16+,2007,Амфора,322637,Болтливый мертвец  Фрай Макс ,0,/files/1836/13/69/04.jpg," После череды уже ставших привычными чудес и приключений столкнуться с угрозой конца Мира и найти врагов вместо лучших друзей, выяснить, что лучшие твои воспоминания всего лишь блеф, тут уж любой в сердцах выдаст: ""Гори оно все синим пламенем!"" далее Читать Свернуть ",,твердый,89,"13,00 см x 20,00 см x 3,40 см", 100%,Лабиринты Ехо,590,Отечественная,5000,84х108/32,
345523,978-5-367-00306-2,Фрай Макс,Амф.Фрай Мой Рагнарек: роман,0,16+,2009,Амфора,322674,Мой Рагнарёк ,['9'],/files/1836/13/69/24.jpg,,,твердый,105,"13,00 см x 20,00 см x 2,50 см", 92.11%,Лабиринты Ехо,415,Отечественная,3000,84х108/32,
346446,978-5-367-00505-9,Фрай Макс,"Амф.Фрай Властелин Морморы. История, рассказанная сэром Джуффином Халли",0,16+,2009,Амфора,345995,"Властелин Морморы. История, рассказанная сэром Джуффином Халли  Фрай Макс ",['1'],/files/1836/15/09/98.jpg," В истории, рассказанной Джуффином Халли, самое удивительное вовсе не волшебные обстоятельства, не колдовские заклинания и даже не интригующие подробности, а невероятное открытие: оказывается, господин Почтеннейший Начальник Тайного Сыска тоже умеет ошибаться! Ну или по крайней мере он умеет весьма убедительно рассказывать о своих ошибках.События, о которых рассказывает в книги сэр Джуффин Халли, «происходили в самом начале Эпохи Кодекса. Если хотите представить, что это были за времена, надо понимать вот что: столетняя война всех против всех, известная как Смутные Времена, уже закончилась, но настоящим миром пока не пахло, да и жизнь еще толком не наладилась…» далее Читать Свернуть ",,твердый,266,"13,00 см x 20,00 см x 2,10 см", 99.63%,Хроники Ехо,316,Отечественная,5000,84х108/32,
347215,978-5-367-00611-7,Фрай Макс,"Амф.Фрай Горе господина Гро: История, рассказанная сэром Кофой Йохом",0,16+,2007,Амфора,363544,Горе господина Гро,0,/files/1836/15/98/50.jpg," Вот вам история, рассказанная мудрецом, который сам почти ничего толком не понял. История о любви, боли, глупости и милосердии. История, герои которой только и делают, что удивляют друг друга, а иногда – самих себя. И это, честно говоря, лучшее, что может случиться с человеком. далее Читать Свернуть ",,твердый,144,"13,00 см x 20,00 см x 2,30 см", 100%,Хроники Ехо,382,Отечественная,35000,84х108/32,
3483105,5-699-07680-8,Емец Дмитрий Александрович,"Э.ЛюбКТ.Тайна ""Звездного странника""",0,12+,2004,Эксмо,179480,"Тайна ""Звездного странника""  Емец Дмитрий Александрович",0,/files/1836/33/96/55/1.jpg," Если вопреки запрету родителей ты самовольно решил присоединится к космической экспедиции, то уж будь уверен: тебя ждут серьезные неприятности! Так и случилось с Андреем и его другом-роботом Баюном. Уже в космосе они обнаруживают, что попали совсем на другой корабль, который к тому же запрограммирован на самоуничтожение. Горе-путешественникам удается избежать страшной гибели, но они попадают в лапы к жестокому космическому пирату, получеловеку-полукиборгу, Кроксу... далее Читать Свернуть ",,твердый,1,"13,00 см x 20,00 см", 57.14%,Любимые книги Тани Гроттер,,Для среднего школьного возраста,,84х108/32,
3487594,5-699-07675-1,Емец Дмитрий Александрович,Э.ЛюбКТ.Мальчик-вамп,0,12+,,Эксмо,180988,Мальчик-вамп  Емец Дмитрий Александрович,0,/files/nocard.jpg,,,твердый,4,"12,00 см x 20,00 см", 70%,Любимые книги Тани Гроттер,,Для среднего школьного возраста,,84х100/32,
349060,978-5-699-27064-4,Донцова Дарья Аркадьевна,Э.ИД(м).Фанера Милосская,0,16+,2008,Эксмо,389723,Фанера Милосская  Донцова Дарья Аркадьевна,['6'],/files/1377/17/34/78.jpg," Как же я, частный детектив Евлампия Романова, не люблю следить за изменщиками-супругами! Но что делать, работа есть работа. Только на сей раз простое расследование обернулось неприятной историей: мало того, что клиентка не заплатила, получив от меня компромат на мужа, так еще взяла и... погибла на пожаре. Конечно, подозрения падают на ее благоверного! И, естественно, бизнесмен Павел Краминов все отрицает. Более того - нанял меня разобраться, кто же его так подставил. Сам-то он почти уверен: гнусный злодей - его собственный сыночек, бездельник, игрок и бабник. Только при чем здесь какие-то ""добрые ангелы"" и эпидемия неизвестной болезни, поражающая молоденьких девушек?.. Но тот ли преступник, кто на виду? И кто это прячется в тени?.. далее Читать Свернуть ",,мягкий,12,"10,50 см x 16,50 см x 1,90 см", 66.67%,Иронический детектив,384,Отечественные,400000,70х90/32,
349325,978-5-699-27574-8,Донцова Дарья Аркадьевна,Э.ИД(м).Продюсер козьей морды,0,16+,2008,Эксмо,394522,Продюсер козьей морды  Донцова Дарья Аркадьевна,0,/files/1836/17/55/39.jpg," Вот это пассаж! Иван Подушкин вынужден сменить благородное имя! И на какое! Теперь он Владимир Задуйхвост. А всё потому, что джентльмен сыска ушёл от своей хозяйки Элеоноры, обидевшись за то, что она поверила злым наветам. К ней явилась пятнадцатилетняя нахалка Варвара и заявила, что Иван является отцом её годовалой дочери. Каково, а? Ваня ушёл в чём был, без паспорта. С горя надравшись, утром он очнулся у братьев-циркачей Морелли. Они и выправили ему новый паспорт. Теперь он у них конферансье, продюсер и... катала! Обыгрывает в покер на пару с обезьяной Мими дураков. Но Иван Павлович всё же хочет реабилитировать своё честное имя. В поисках Вари и ребёнка он вышел на Центр ""Мария"", где с детьми творятся странные вещи. А основал этот центр... Иван Павлович Подушкин! Кто он? Его тезка или самозванец?.. далее Читать Свернуть ",,мягкий,2,"11,00 см x 16,50 см x 2,00 см", 62.5%,Иронический детектив,384,Отечественные,400000,70х90/32,
349600,978-5-367-00341-3,Фрай Макс,Амф.Фрай Хроники Ехо. Чуб Земли,0,16+,2007,Амфора,190519,Хроники Ехо. Чуб Земли. Туланский детектив  Фрай Макс ,['1'],/files/1836/80/05/5.jpg," Много историй о тайных сыщиках из Ехо было рассказано; еще больше историй осталось общим достоянием автора и персонажей. Некоторые дела, покоившиеся до поры до времени под грифом ""Совершенно секретно"", прошлое Кеттарийского Охотника и его старших товарищей, вспоминая сотрудников Тайного Сыска и великое множество других событий - все эти истории долго ждали своего часа. Можно было бы молчать и дальше, но рассказчику не хочется, чтобы все эти прекрасные вещи, которые он видел - наяву ли, во сне ли, ""на границе между светом и тенью"", - пропали навсегда, растворились в темноте, под его закрытыми веками. Поэтому старые друзья собираются вместе, на далеком острове, где десять дней в году пока дует ветер Хабабура, возможно абсолютно все. Даже невозможное… далее Читать Свернуть ",,твердый,74,"13,00 см x 20,00 см x 2,30 см", 98.67%,Хроники Ехо,,Отечественная,,84х108/32,
349686,978-5-699-28876-2,Донцова Дарья Аркадьевна,Э.ДИ.Лучшие детективные истории,0,16+,2008,Эксмо,395306,Лучшие детективные истории,0,/files/1836/17/59/49.jpg," Издательство ""Эксмо"" радо представить вам сборник самых ярких детективных рассказов от самых топовых и любимых авторов. Краткие остросюжетные истории вместили все, что присуще захватывающему дух детективу: интригующий сюжет, шквал криминального действа, блистательная развязка. Наряду с произведениями мастеров жанра в сборник вошли рассказы молодых талантливых авторов. О такой книге можно было только мечтать - и вот она перед вами! Самое любимое и самое дорогое сердцу истинного почитателя детектива - под одной обложкой! далее Читать Свернуть ",,твердый,1,"13,00 см x 20,00 см x 2,50 см", 57.14%,,384,Отечественные,8000,84х108/32,
349853,978-5-699-28070-4,Донцова Дарья Аркадьевна,Э.ЛетДет(м).Полет над гнездом Индюшки,0,16+,2008,Эксмо,395765,Полет над гнездом Индюшки  Донцова Дарья Аркадьевна,0,/files/1836/17/61/98.jpg," Похоже, все домашние считают, что Даша Васильева сбрендила. Ещё бы, такой стресс! Ведь погибли её близкие друзья, Кутеповы, вначале муж - Родя, потом его жена Неля. Если Даша готова согласиться, что смерть богача Роди похожа на роковую случайность - он чистил коллекционный кинжал и упал на него, - то Нелю, по её мнению, убили. Преступник привязал к удочке подаренную Неле на день рождения куклу Сару Ли и размахивал ею перед окном. Пьяная Неля попыталась схватить куклу и упала вниз. Сара Ли чуть не выманила из окна и саму Дашу, которую спас полковник Дегтярев. Но, выслушав объяснения, домашние решили, что у неё глюки, а полковник зло посмеялся. Ну, она ему покажет! Сама найдёт убийцу! `Оседлав` родной `Пежо`, любительница частного сыска Даша Васильева бросилась навстречу отнюдь не кукольным опасностям... далее Читать Свернуть ",,мягкий,2,"10,80 см x 16,50 см x 1,80 см", 62.5%,Летний детектив,352,Отечественные,12000,70х90/32,
350126,978-5-699-28467-2,Роллинс Джеймс,Э.КЗКБ.Пещера,0,16+,2012,Эксмо,395082,Пещера  Роллинс Джеймс ,['1'],/files/1836/17/58/40.jpg," Глубоко под закованной в ледяной панцирь поверхностью Антарктиды обнаружен огромный подземный лабиринт. В одной из его пещер найдены остатки древнего поселения, возникшего около пяти миллионов лет назад, то есть еще до появления самых ранних предков человека. Кто же жил здесь в те давние времена? Команда ученых-антропологов должна спуститься к центру Земли, чтобы разгадать эту загадку и заодно выяснить происхождение найденной в подземном поселке статуэтки, вырезанной из цельного алмаза. Но темные туннели, пещеры и подземные реки скрывают не только эту тайну. Ученые довольно быстро начинают понимать, что они не одни в этом таинственном лабиринте. Новый супербестселлер, новые захватывающие приключения от автора ""Пирамиды"", ""Амазонии"" и ""Песчаного дьявола"". далее Читать Свернуть ",,твердый,26,"21,50 см x 14,50 см x 3,80 см", 96.3%,"Книга-загадка, книга-бестселлер",512,Зарубежная,18000,218.00mm x 146.00mm x 38.00mm,
350661,978-5-699-29258-5,Донцова Дарья Аркадьевна,Э.ИД Муму с аквалангом,0,16+,2008,Эксмо,399493,Муму с аквалангом,0,/files/1836/17/81/33.jpg," Издательство ""Элефант"" решило преподнести роскошный подарок своему автору - Арине Виоловой! Значит, я, Виола Тараканова, пишущая детективы под этим псевдонимом, отправлюсь в... рай на земле. Не удивляйтесь, только так и можно назвать шикарный отель в чудесном греческом городке Флоридосе. Правда, отдыхать мне было некогда! Я опять оказалась втянута в жуткую интригу. Загадочные убийства, катастрофы в прошлом и настоящем прямо преследуют меня! А ведь я просто хотела помочь несчастной женщине, жертве давней автомобильной аварии, обрести память. Но поиск истины превратился в нескончаемый марафон - одна драма тянет за собой другую... Их так много! Где же истина? И пока я докапывалась до нее, оказалась еще и в центре скандала. И как теперь выпутываться?.. далее Читать Свернуть ",,твердый,2,"13,00 см x 20,00 см", 62.5%,Иронический детектив,384,Отечественные,250000,84х108/32,
351963,978-5-367-00735-0,Фрай Макс,Амф.Фрай Гнезда Химер. Хрокник Хугайды доп.,0,16+,2017,Амфора,399747,Гнезда Химер. Хрокники Хугайды  Фрай Макс ,['4'],/files/1836/17/82/78.jpg," Роман написан автором в двух версиях. Сэр Макс внезапно оказывается в чужом Мире. Герою предстоят долгие странствия, чтобы найти того, кто поможет ему вернуться домой. далее Читать Свернуть ",,твердый,21,"13,00 см x 20,00 см", 84%,Лабиринты Ехо,559,Отечественная,5000,84х108/32,
3527003,978-5-699-49255-8,Емец Дмитрий Александрович,Э.Емец(нов.пр).Прикл.домовят(нов.оф),0,6+,2011,Эксмо,805423,Приключения домовят ,0,/files/1836/27/90/84.jpg," Митины папа и мама и представить не могли, какие необычные друзья скоро появятся у их сына! По правде, Митя и сам не ожидал, что, переехав в новую квартиру, подружится... с домовятами! Проказливыми, изобретательными и очень, очень непоседливыми! Какую только шалость не придумают Хлопотун, Пузатик и Вреднючка: дуэль на подушках, суп из мочалки, укрощение собаки воздушными шариками! Но самое интересное друзей ждет впереди - знакомство с настоящими Дедом Морозом и Снегурочкой! далее Читать Свернуть ",,твердый,2,"24,00 см x 17,00 см x 1,90 см", 62.5%,,316,Для младшего школьного возраста,5000,240.00mm x 170.00mm x 20.00mm,
353111,978-5-699-29457-2,Донцова Дарья Аркадьевна,Э.ИД(м).Фейсконтроль на главную роль,0,16+,2011,Эксмо,406235,Фейсконтроль на главную роль  Донцова Дарья Аркадьевна,['1'],/files/1836/18/23/12.jpg," Сенсация! Найден старинный манускрипт, за которым охотились многие историки, и в том числе муж Нины Лаврентьевой, подруги Даши Васильевой... Но он, вычислив местоположение тайника, где почти сто лет хранилась уникальная библиотека Панкрата Варваркина, не рискнул в него залезть. По легенде, на вход в пещеру наложено ведьмино заклятье. Зато на это решилась Нина — уж очень ей нужны были деньги, а раритеты стоят миллионы! Проклятье свершилось — Лаврентьева впала в кому. И вот ужас, лечить ее явилась... та самая ведьма. Но ее ведь давно нет в живых! Тогда каким образом на звонке в доме мог появиться отпечаток пальца усопшей старушки? Нет, что-то тут не так... Любительница частного сыска как в омут с головой кидается в расследование. Во-первых, надо выяснить, что за болезнь так внезапно поразила Лаврентьеву, во-вторых, раскрыть тайну заклятья, в-третьих... далее Читать Свернуть ",,мягкий,3,"10,90 см x 16,50 см x 2,00 см", 60%,Иронический детектив,384,Отечественные,200000,70х100/32,
